("", [51])
("alter", [10])
("alteration", [2])
("alterd", [5])
("altered", [3])
("altering", [1])
("alters", [1])
("although", [30])
("altogether", [10])
("altogethers", [1])
("always", [26])
("am", [1041])
("amaimon", [1])
("amain", [4])
("amaze", [5])
("amazed", [18])
("amazedly", [3])
("amazedness", [2])
("amazement", [9])
("amazes", [1])
("amazon", [1])
("ambassador", [5])
("ambassadors", [2])
("amber", [4])
("ambercolourd", [1])
("ambition", [11])
("ambitions", [1])
("ambitious", [6])
("ambles", [4])
("ambling", [1])
("ambush", [4])
("amen", [29])
("amend", [10])
("amended", [1])
("amending", [1])
("amendment", [2])
("amends", [12])
("america", [1])
("amesace", [1])
("amiable", [5])
("amid", [1])
("amidst", [1])
("amiens", [16])
("amiss", [12])
("amity", [6])
("among", [36])
("amongst", [13])
("amorous", [13])
("amort", [1])
("amount", [5])
("amounts", [3])
("amphimachus", [1])
("ample", [8])
("ampler", [1])
("amplest", [1])
("amplify", [1])
("amply", [2])
("an", [786])
("anatomize", [1])
("anatomized", [2])
("anatomy", [2])
("ancestor", [1])
("ancestors", [8])
("ancestry", [1])
("anchises", [1])
("anchor", [3])
("anchors", [3])
("ancient", [20])
("ancientry", [2])
("ancientst", [1])
("and", [9811])
("anddo", [1])
("andhow", [1])
("andin", [1])
("andirons", [1])
("andrew", [117])
("andromache", [11])
("ands", [1])
("andwhich", [1])
("andyonder", [1])
("anew", [1])
("angel", [18])
("angellike", [1])
("angelo", [204])
("angelos", [6])
("angels", [15])
("anger", [20])
("angerd", [1])
("angers", [1])
("angle", [5])
("angled", [1])
("angling", [2])
("angry", [38])
("anguish", [1])
("anheires", [1])
("anight", [1])
("animal", [2])
("animals", [4])
("ann", [1])
("anna", [1])
("anne", [76])
("annes", [4])
("annothanize", [1])
("annoy", [1])
("annoyance", [1])
("annoyd", [1])
("annual", [3])
("anoint", [1])
("anointed", [3])
("anon", [49])
("anoneven", [1])
("another", [192])
("anothers", [9])
("anotherwho", [1])
("answer", [160])
("answerable", [1])
("answerd", [18])
("answered", [11])
("answering", [6])
("answers", [11])
("answerst", [2])
("ant", [17])
("antechamber", [3])
("antenor", [15])
("antenorides", [1])
("anthony", [2])
("anthropophaginian", [1])
("antic", [1])
("anticipating", [1])
("anticly", [1])
("antics", [1])
("antigonus", [28])
("antioch", [10])
("antiochus", [29])
("antiochuson", [1])
("antiopa", [1])
("antipholus", [215])
("antipholuses", [1])
("antipodes", [3])
("antiquary", [1])
("antique", [7])
("antiquity", [3])
("antiquius", [1])
("antonio", [244])
("antonioo", [1])
("antonios", [7])
("antony", [2])
("any", [413])
("anys", [1])
("anything", [7])
("apace", [10])
("apart", [16])
("apartment", [2])
("apartments", [1])
("ape", [14])
("apebearer", [1])
("apes", [8])
("apex", [1])
("apiece", [2])
("apish", [1])
("apollo", [16])
("apollos", [7])
("apology", [3])
("apostraphas", [1])
("appalled", [1])
("appals", [1])
("apparel", [29])
("apparelld", [4])
("apparent", [5])
("apparently", [1])
("apparition", [2])
("apparitions", [3])
("appeachd", [1])
("appeal", [4])
("appear", [57])
("appearance", [1])
("appeard", [5])
("appeared", [5])
("appearer", [1])
("appeareth", [1])
("appearing", [2])
("appears", [26])
("appease", [1])
("appeased", [1])
("appendix", [1])
("appertain", [1])
("appertaining", [2])
("appertainments", [1])
("appertinent", [1])
("appetite", [16])
("appetites", [1])
("applaud", [1])
("applause", [8])
("apple", [7])
("apples", [1])
("appletart", [1])
("appliance", [2])
("appliances", [1])
("applications", [1])
("applies", [1])
("apply", [10])
("appoint", [6])
("appointed", [18])
("appointment", [5])
("appointments", [2])
("appoints", [1])
("apprehend", [7])
("apprehended", [5])
("apprehends", [2])
("apprehension", [4])
("apprehensions", [2])
("apprehensive", [1])
("approach", [32])
("approachd", [3])
("approached", [1])
("approaches", [4])
("approaching", [4])
("approbation", [8])
("approof", [3])
("appropriation", [1])
("approve", [7])
("approved", [9])
("approvers", [1])
("approves", [1])
("appurtenances", [1])
("apricocks", [1])
("april", [6])
("aprils", [1])
("apron", [1])
("apt", [22])
("apter", [1])
("aptly", [3])
("aptness", [1])
("aquavitae", [4])
("aquilon", [1])
("aquitaine", [8])
("arabia", [2])
("arabian", [1])
("araise", [1])
("arbitrate", [1])
("arbitrator", [1])
("arbitrement", [2])
("arbour", [1])
("arch", [3])
("archd", [1])
("arched", [2])
("archer", [2])
("archery", [1])
("archidamus", [8])
("archvillain", [1])
("arden", [6])
("ardour", [1])
("are", [1431])
("arehere", [1])
("areo", [1])
("arepairing", [1])
("arethese", [1])
("argentine", [1])
("argier", [2])
("argosies", [3])
("argosy", [4])
("argues", [1])
("arguing", [1])
("argument", [32])
("arguments", [4])
("argus", [3])
("ariachnes", [1])
("ariadne", [1])
("ariel", [89])
("ariels", [1])
("aright", [2])
("arion", [1])
("arise", [13])
("aristotle", [1])
("aristotles", [1])
("arithmetic", [3])
("ark", [1])
("arm", [28])
("armado", [119])
("armadoes", [1])
("armados", [2])
("armd", [13])
("armearmecommends", [1])
("armed", [12])
("armies", [1])
("armigero", [2])
("arming", [4])
("armipotent", [3])
("armour", [8])
("armourer", [1])
("armours", [2])
("arms", [55])
("army", [18])
("arose", [1])
("arow", [1])
("arragon", [9])
("arraign", [2])
("arraigned", [1])
("arrant", [2])
("arras", [4])
("array", [5])
("arrearages", [1])
("arrest", [10])
("arrested", [9])
("arrests", [1])
("arrival", [3])
("arrive", [2])
("arrived", [12])
("arrogance", [4])
("arrogant", [1])
("arrow", [6])
("arrows", [5])
("art", [337])
("arteries", [1])
("article", [6])
("articles", [3])
("artificial", [2])
("artillery", [1])
("artist", [2])
("artists", [1])
("arts", [9])
("artsman", [1])
("arviragus", [62])
("as", [2482])
("ascend", [1])
("ascends", [1])
("ascension", [1])
("ascribe", [2])
("ashamed", [15])
("ashes", [1])
("ashore", [9])
("ashwednesday", [1])
("asia", [2])
("aside", [189])
("asin", [1])
("ask", [79])
("askance", [1])
("askd", [4])
("askdtwas", [1])
("asked", [6])
("asketh", [1])
("asking", [3])
("asks", [3])
("askst", [1])
("askwherefore", [1])
("asleep", [21])
("aspect", [8])
("aspects", [2])
("aspersion", [1])
("aspicious", [1])
("aspiration", [1])
("aspire", [2])
("ass", [56])
("assail", [2])
("assailant", [1])
("assailants", [1])
("assaild", [1])
("assailed", [1])
("assails", [1])
("assault", [6])
("assaults", [3])
("assay", [4])
("assayd", [1])
("assaying", [1])
("assembled", [1])
("assemblies", [2])
("assembly", [4])
("assence", [1])
("asses", [6])
("asshead", [2])
("assignd", [1])
("assinego", [1])
("assist", [13])
("assistance", [2])
("assistant", [1])
("assistants", [1])
("assisted", [2])
("assisting", [1])
("asss", [2])
("assubjugate", [1])
("assume", [7])
("assumed", [1])
("assumes", [2])
("assuming", [1])
("assurance", [17])
("assure", [29])
("assured", [15])
("assuredly", [1])
("ast", [1])
("astonish", [1])
("astray", [1])
("astronomer", [1])
("astronomers", [1])
("asunder", [3])
("at", [1043])
("atalantas", [2])
("ate", [1])
("ates", [2])
("athenian", [15])
("athenians", [2])
("athens", [26])
("athwart", [5])
("atomies", [2])
("atone", [2])
("atonements", [1])
("ats", [1])
("attach", [4])
("attachd", [3])
("attachment", [1])
("attain", [4])
("attaind", [2])
("attainder", [1])
("attaint", [2])
("attempt", [17])
("attemptable", [1])
("attempted", [1])
("attempts", [2])
("attend", [46])
("attendance", [2])
("attendant", [10])
("attendants", [48])
("attendantso", [1])
("attended", [13])
("attendeth", [1])
("attending", [13])
("attends", [11])
("attendst", [1])
("attent", [1])
("attention", [2])
("attentive", [3])
("attentiveness", [1])
("attest", [2])
("attested", [1])
("attire", [5])
("attired", [4])
("attires", [1])
("attorney", [3])
("attorneyd", [1])
("attorneyed", [1])
("attractions", [2])
("attractive", [1])
("attracts", [1])
("attribute", [4])
("attributed", [1])
("attributes", [2])
("attributive", [1])
("au", [1])
("audacious", [3])
("audaciously", [1])
("audacity", [1])
("audible", [1])
("audience", [9])
("audit", [1])
("auditor", [1])
("audrey", [30])
("audreyas", [1])
("aught", [25])
("augmentation", [1])
("augmenting", [1])
("august", [1])
("augustus", [5])
("aunt", [7])
("aunts", [1])
("auroras", [1])
("auspicious", [4])
("aussi", [1])
("austere", [3])
("austerely", [2])
("austereness", [1])
("austerity", [2])
("austria", [1])
("authentic", [4])
("author", [3])
("authorities", [2])
("authority", [23])
("authors", [6])
("autolycus", [75])
("autumn", [4])
("avail", [2])
("avails", [2])
("avaunt", [4])
("avenue", [1])
("averting", [1])
("aves", [1])
("avised", [3])
("avoid", [19])
("avoids", [1])
("avouch", [5])
("avouches", [1])
("avow", [1])
("awake", [42])
("awaked", [8])
("awakend", [1])
("awakens", [1])
("awakes", [2])
("awaking", [8])
("awards", [2])
("away", [322])
("awe", [5])
("aweary", [5])
("awful", [2])
("awhile", [24])
("awkward", [2])
("awooing", [1])
("awork", [1])
("awry", [1])
("axe", [5])
("axletree", [1])
("ay", [317])
("aye", [10])
("ayear", [1])
("azure", [1])
("azured", [2])
("b", [5])
("ba", [2])
("babble", [2])
("babbling", [3])
("babe", [18])
("babes", [6])
("baboon", [1])
("baboons", [1])
("baby", [5])
("babydaughter", [1])
("babylon", [1])
("babys", [1])
("baccare", [1])
("bacchanals", [1])
("bacchus", [1])
("bachelor", [9])
("bachelors", [2])
("back", [82])
("backd", [2])
("backdoor", [2])
("backfriend", [1])
("backs", [6])
("backside", [1])
("backtrick", [1])
("backward", [11])
("backwards", [1])
("backwounding", [1])
("bacon", [1])
("bad", [47])
("bade", [17])
("badest", [1])
("badge", [4])
("badges", [2])
("badness", [1])
("baes", [1])
("baffle", [1])
("baffled", [1])
("bag", [6])
("baggage", [7])
("bagpipe", [3])
("bagpiper", [1])
("bags", [5])
("bail", [9])
("bailiff", [1])
("baille", [1])
("bait", [10])
("baited", [2])
("baits", [1])
("bajazets", [1])
("bake", [1])
("baked", [2])
("baking", [1])
("balance", [5])
("bald", [7])
("baldpate", [1])
("baldpated", [1])
("baldrick", [1])
("balk", [1])
("balked", [1])
("ball", [1])
("ballad", [12])
("balladmakers", [2])
("ballads", [4])
("ballast", [1])
("ballasting", [1])
("balls", [2])
("balm", [3])
("balmd", [1])
("balsamum", [1])
("balthasar", [21])
("balthazar", [9])
("ban", [2])
("banbury", [1])
("band", [12])
("bandied", [1])
("bands", [2])
("bandsmay", [1])
("bandy", [2])
("bane", [3])
("baned", [1])
("banged", [1])
("banish", [5])
("banishd", [16])
("banishdis", [1])
("banishdo", [1])
("banished", [7])
("banishment", [5])
("bank", [6])
("bankrupt", [6])
("banks", [7])
("bannerets", [1])
("banners", [1])
("banns", [2])
("banquet", [11])
("banqueting", [1])
("baptista", [102])
("baptistas", [11])
("baptists", [1])
("bar", [11])
("barbarian", [1])
("barbarism", [3])
("barbarous", [6])
("barbary", [2])
("barbason", [1])
("barbers", [6])
("bard", [1])
("bardolph", [33])
("bare", [14])
("bared", [1])
("barefaced", [1])
("barefoot", [4])
("bareheaded", [1])
("barely", [3])
("bareness", [1])
("barful", [1])
("bargain", [9])
("bargaind", [1])
("bargained", [1])
("bargains", [2])
("barge", [7])
("baring", [1])
("bark", [21])
("barkest", [1])
("barks", [4])
("barky", [1])
("barley", [1])
("barm", [1])
("barn", [1])
("barnacles", [1])
("barnardine", [24])
("barnardines", [1])
("barne", [2])
("barnes", [1])
("barns", [2])
("baron", [1])
("barrabas", [1])
("barrd", [6])
("barren", [17])
("barrenness", [1])
("barricado", [2])
("barricadoes", [1])
("barrow", [1])
("bars", [5])
("bartholmew", [1])
("base", [40])
("baseless", [1])
("baseness", [9])
("baser", [5])
("bases", [2])
("basest", [4])
("bashful", [3])
("bashfulness", [1])
("basilisk", [2])
("basin", [2])
("basins", [1])
("basis", [3])
("baskd", [1])
("basket", [23])
("bass", [1])
("bassanio", [115])
("bassanios", [7])
("bassviol", [1])
("basta", [1])
("bastard", [25])
("bastards", [7])
("bastardsas", [1])
("basted", [1])
("bastes", [1])
("bastinado", [1])
("basting", [2])
("batch", [1])
("bate", [7])
("batebut", [1])
("bated", [6])
("batfowling", [1])
("bath", [1])
("bathe", [2])
("bathed", [1])
("bathing", [1])
("batlet", [1])
("bats", [2])
("batter", [1])
("battering", [1])
("batters", [3])
("battery", [5])
("battle", [16])
("batty", [1])
("bauble", [6])
("baubles", [1])
("bawbling", [1])
("bawcock", [2])
("bawd", [69])
("bawdborn", [1])
("bawdry", [2])
("bawds", [3])
("bawdy", [3])
("bawdyhouses", [1])
("bawling", [1])
("bay", [13])
("bayd", [1])
("bays", [1])
("be", [2885])
("beach", [2])
("beached", [1])
("beacon", [2])
("bead", [2])
("beadle", [2])
("beads", [2])
("beagle", [1])
("beak", [2])
("beam", [6])
("beams", [9])
("beanfed", [1])
("bear", [188])
("bearbaiting", [2])
("bearbaitings", [1])
("beard", [50])
("bearded", [1])
("beards", [7])
("bearer", [2])
("beareth", [1])
("bearherd", [1])
("bearing", [16])
("bearingcloth", [1])
("bearlet", [1])
("bears", [36])
("bearst", [3])
("bearts", [1])
("bearward", [1])
("beast", [26])
("beastliest", [1])
("beastly", [8])
("beasts", [13])
("beat", [56])
("beaten", [24])
("beating", [16])
("beatrice", [159])
("beats", [9])
("beau", [21])
("beauteous", [14])
("beauties", [5])
("beautiful", [9])
("beautify", [1])
("beauty", [78])
("beautyi", [1])
("beautys", [7])
("beaver", [1])
("bebut", [1])
("became", [12])
("because", [73])
("bechanced", [1])
("beck", [1])
("beckoning", [1])
("become", [61])
("becomed", [1])
("becomes", [31])
("becomest", [1])
("becoming", [5])
("bed", [119])
("bedabbled", [1])
("bedazzled", [1])
("bedchamber", [5])
("bedclothes", [1])
("bedded", [2])
("bede", [1])
("bedecking", [1])
("bedfellow", [6])
("bedfellowo", [1])
("bedfellows", [1])
("bedimmd", [1])
("bedmate", [1])
("bedrid", [2])
("bedright", [1])
("bedroom", [1])
("beds", [8])
("bedswerver", [1])
("bedtime", [2])
("bedwork", [1])
("bee", [2])
("beef", [7])
("beefs", [1])
("beefwitted", [1])
("been", [305])
("bees", [2])
("beest", [7])
("beetle", [2])
("beetleheaded", [1])
("beetles", [2])
("befal", [3])
("befall", [8])
("befalln", [1])
("befalls", [1])
("befell", [2])
("befit", [1])
("befits", [3])
("befitting", [1])
("before", [317])
("befriended", [1])
("befriends", [1])
("beg", [38])
("began", [11])
("beganst", [1])
("begar", [1])
("beget", [5])
("begets", [3])
("begetst", [1])
("begetting", [2])
("beggar", [29])
("beggard", [1])
("beggarly", [2])
("beggars", [9])
("beggary", [5])
("beggd", [10])
("begged", [1])
("begging", [3])
("begin", [58])
("beginnersgan", [1])
("beginning", [10])
("begins", [20])
("begnawn", [1])
("begone", [2])
("begot", [11])
("begotten", [2])
("begs", [1])
("beguile", [10])
("beguiled", [6])
("beguiles", [4])
("begun", [9])
("behalf", [15])
("behalfs", [1])
("behavior", [15])
("behaviors", [5])
("beheaded", [2])
("beheld", [14])
("behest", [1])
("behind", [53])
("behinddoorwork", [1])
("behindhand", [1])
("behold", [51])
("beholder", [1])
("beholders", [2])
("beholdest", [1])
("beholding", [10])
("beholds", [1])
("beholdst", [1])
("behove", [1])
("behoves", [2])
("behowls", [1])
("being", [281])
("beingpart", [1])
("belarius", [80])
("belch", [173])
("belchd", [1])
("belches", [1])
("belching", [2])
("belfry", [1])
("belgia", [1])
("belie", [3])
("belied", [5])
("belief", [6])
("beliest", [1])
("believe", [127])
("believed", [7])
("believes", [3])
("believest", [1])
("believet", [1])
("believing", [3])
("belike", [16])
("bell", [10])
("bellario", [8])
("bellarios", [1])
("bellied", [1])
("bellowd", [1])
("bellowing", [2])
("bellows", [1])
("bellowsmender", [2])
("bells", [7])
("bellwether", [2])
("belly", [15])
("bellyful", [1])
("bellys", [1])
("belman", [1])
("belmont", [14])
("belockd", [1])
("belong", [4])
("belonging", [2])
("belongings", [1])
("belongs", [7])
("beloved", [18])
("below", [16])
("bels", [1])
("belzebub", [1])
("bemete", [1])
("bemockdat", [1])
("bemoiled", [1])
("ben", [4])
("bench", [1])
("benched", [1])
("bend", [16])
("bending", [4])
("bends", [1])
("bene", [2])
("beneath", [8])
("benedicite", [1])
("benedick", [198])
("benedicks", [3])
("benedict", [1])
("benediction", [2])
("benedictus", [4])
("benefactors", [3])
("beneficial", [1])
("benefit", [14])
("benefits", [3])
("benevolence", [1])
("benign", [1])
("benison", [1])
("bennet", [1])
("bent", [13])
("bentii", [1])
("bentivolii", [1])
("bents", [1])
("benumbed", [1])
("bepray", [1])
("bequeath", [6])
("bequeathe", [1])
("bequeathed", [5])
("bequeathing", [1])
("bereave", [2])
("bereft", [7])
("bergamo", [1])
("bergomask", [2])
("berhymed", [1])
("bermoothes", [1])
("berries", [3])
("berry", [1])
("bertram", [133])
("bertrams", [1])
("bes", [1])
("beseech", [111])
("beseeching", [1])
("beseem", [2])
("beseemeth", [1])
("beseeming", [1])
("beset", [4])
("beshrew", [12])
("beside", [11])
("besides", [60])
("besiege", [3])
("besieged", [1])
("besmear", [1])
("besmeard", [1])
("besotted", [1])
("bespeak", [5])
("bespice", [1])
("bespoke", [3])
("best", [177])
("bestconditiond", [1])
("bestesteemd", [1])
("bestir", [2])
("bestmoving", [1])
("bestow", [19])
("bestowd", [7])
("bestowed", [11])
("bestowing", [3])
("bestows", [3])
("bestraught", [1])
("bestregarded", [1])
("bestrew", [2])
("bestrewd", [1])
("bestrid", [2])
("bet", [8])
("betake", [5])
("beteem", [1])
("bethink", [9])
("bethought", [4])
("betid", [2])
("betime", [1])
("betimes", [9])
("betook", [2])
("betray", [18])
("betrayd", [6])
("betraydst", [1])
("betrayed", [1])
("betrays", [1])
("betrims", [1])
("betrothd", [2])
("betrothed", [1])
("betroths", [1])
("better", [257])
("betterd", [1])
("bettered", [2])
("betterfashiond", [1])
("bettering", [1])
("betters", [4])
("between", [97])
("betweens", [3])
("betwixt", [18])
("beverage", [1])
("bewail", [1])
("beware", [9])
("bewitchd", [2])
("bewitched", [1])
("beyond", [25])
("beyondsay", [1])
("bianca", [81])
("biancas", [4])
("biancos", [1])
("bias", [5])
("biasdrawing", [1])
("bibble", [1])
("bid", [137])
("bidden", [1])
("bidding", [14])
("biddy", [1])
("bide", [8])
("bides", [1])
("bids", [19])
("bidst", [3])
("bier", [1])
("bifold", [1])
("big", [25])
("bigbellied", [1])
("bigger", [8])
("biggest", [1])
("bight", [1])
("bilberry", [1])
("bilbo", [2])
("bill", [10])
("billets", [1])
("billing", [1])
("billo", [1])
("billow", [3])
("billows", [1])
("bills", [5])
("binaca", [1])
("bind", [18])
("binds", [1])
("biondello", [74])
("birch", [1])
("bird", [17])
("birdbolt", [2])
("birdbolts", [1])
("birdingpieces", [1])
("birds", [11])
("biron", [192])
("birons", [1])
("birth", [34])
("birthchild", [1])
("birthday", [1])
("birthright", [1])
("births", [1])
("biscuit", [2])
("bit", [2])
("bitchs", [1])
("bitchwolfs", [1])
("bite", [15])
("bites", [4])
("biting", [3])
("bits", [3])
("bitter", [28])
("bitterest", [1])
("bitterly", [1])
("bitterness", [4])
("bitumed", [2])
("blabbd", [1])
("blabs", [1])
("black", [40])
("blackamoor", [1])
("blackamoors", [2])
("blackberry", [1])
("blackbrowd", [1])
("blacker", [4])
("blackmonday", [1])
("blackness", [2])
("blackoppressing", [1])
("blacks", [1])
("bladders", [1])
("blade", [3])
("bladed", [1])
("blades", [1])
("blame", [24])
("blamed", [3])
("blameful", [1])
("blameless", [2])
("blames", [1])
("blank", [7])
("blanket", [1])
("blanks", [1])
("blaspheme", [1])
("blasphemous", [1])
("blasphemy", [2])
("blast", [2])
("blasted", [1])
("blasting", [1])
("blasts", [3])
("blaze", [2])
("blazed", [1])
